ai_uid,db_key,ai_poem_id,model_name,cipai,title,sentence_count,whole_sem_top1_score,whole_sem_top1_source_poem_id,whole_sem_top1_source_title,whole_sem_top1_source_author,whole_sem_percentile,whole_lex_top1_score,whole_lex_top1_source_poem_id,whole_lex_top1_source_title,whole_lex_top1_source_author,whole_lex_percentile,sem_dominant_source_poem_id,sem_dominant_source_title,sem_dominant_source_author,sem_dominant_source_coverage,lex_dominant_source_poem_id,lex_dominant_source_title,lex_dominant_source_author,lex_dominant_source_coverage,distinct_sem_source_poems,distinct_lex_source_poems,max_consecutive_sem_same_source,max_consecutive_lex_same_source,same_source_sentence_count,max_sentence_sem_score,max_sentence_lex_score
c2:20,c2,20,doubao-seed-2.0-pro,沁园春,宗门感事,25,0.931730329990387,8302,满庭芳,如愚居士,0.9810874704491725,0.18705035971223022,7674,沁园春,李曾伯,0.2907801418439716,19040,醉蓬莱,孙道绚,0.04,19827,六州歌头,洪适,0.08,25,24,1,1,5,0.962004,0.75
b1:556,b1,556,deepseek-3.2-thinking,沁园春,山居秋暝,25,0.9201946258544922,20615,兰陵王,曹冠,0.9290780141843972,0.18726591760299627,18222,永遇乐,李弥逊,0.2907801418439716,2100,满江红,王质,0.04,8284,惜红衣,李莱老,0.04,25,25,1,1,8,1.0,1.0
b1:104,b1,104,doubao-seed-2.0-pro,沁园春,太湖秋泛,25,0.9182694554328918,20064,念奴娇,侯置,0.9054373522458629,0.1776061776061776,19668,念奴娇,毛并,0.0425531914893617,5276,柳梢青,戴复古,0.04,10760,沁园春,刘将孙,0.04,25,25,1,1,5,1.0,1.0
a1:220,a1,220,glm-4.7,满江红,暴雨骤至,19,0.9169464707374573,2329,水调歌头,张孝祥,0.9781420765027322,0.1826086956521739,14242,满江红,京镗,0.009107468123861567,12550,解语花,方千里,0.05263157894736842,8360,八声甘州,周济川,0.05263157894736842,19,19,1,1,8,1.0,1.0
b1:237,b1,237,qwen3.6-plus,沁园春,江天秋望,25,0.9143732786178589,19049,念奴娇,陆凝之,0.8747044917257684,0.19285714285714287,20902,沁园春,陆游,0.34988179669030733,7423,满江红,陈垲,0.04,7423,满江红,陈垲,0.04,25,25,1,1,11,1.0,1.0
a1:117,a1,117,qwen3.5-flash,贺新郎,秋夜怀人,20,0.9142552018165588,6367,沁园春,葛长庚,0.853185595567867,0.16901408450704225,7193,贺新郎,吴潜,0.08587257617728532,2024,念奴娇,范成大,0.05,12079,宝鼎现,范周,0.05,20,20,1,1,7,1.0,1.0
b1:279,b1,279,qwen3.6-plus,沁园春,秋江望月,24,0.9138540029525757,20064,念奴娇,侯置,0.8747044917257684,0.171875,19883,水调歌头,韩元吉,0.016548463356973995,12055,宴桃源・如梦令,米友仁,0.041666666666666664,1517,定风波,苏轼,0.041666666666666664,24,24,1,1,8,0.999999,1.0
b2:582,b2,582,glm-5,祝英台近,宗规,16,0.91330885887146,16240,喜迁莺,张继先,0.9428571428571428,0.18309859154929578,19638,点绛唇,曾协,0.2857142857142857,4769,沁园春,汪莘,0.0625,4769,沁园春,汪莘,0.0625,16,16,1,1,2,0.877883,0.857143
b1:324,b1,324,qwen3.6-plus,祝英台近,春暮怀远,16,0.9131422638893127,9709,拜星月慢,周密,0.9428571428571428,0.19736842105263158,8672,西江月,陈著,0.42857142857142855,7573,声声慢,李曾伯,0.0625,10757,六州歌头,刘将孙,0.0625,16,16,1,1,7,1.0,1.0
b3:10,b3,10,deepseek-3.2-thinking,沁园春,见玉兰有感,26,0.9127975106239319,2655,念奴娇,赵长卿,0.8628841607565012,0.1732283464566929,5213,水调歌头,程珌,0.030732860520094562,13896,念奴娇,华岳,0.038461538461538464,13094,水调歌头,无名氏,0.038461538461538464,26,26,1,1,12,1.000001,1.0
b3:526,b3,526,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.9122657179832458,5451,兰陵王,史达祖,0.8605200945626478,0.17120622568093385,19657,水调歌头,毛并,0.014184397163120567,6561,念奴娇,刘克庄,0.04,3285,定风波,辛弃疾,0.04,25,25,1,1,5,1.0,1.0
b1:423,b1,423,deepseek-3.2-thinking,祝英台近,秋夜怀人,16,0.9113304018974304,9238,解连环,黄廷,0.9428571428571428,0.18309859154929578,12717,点绛唇,黄庭坚,0.2857142857142857,8948,渡江云,陈允平,0.0625,8948,渡江云,陈允平,0.0625,16,16,1,1,5,1.0,1.0
b1:232,b1,232,qwen3.6-plus,祝英台近,春暮寄远,16,0.9111794233322144,7879,渡江云三犯・渡江云,吴文英,0.9428571428571428,0.205607476635514,16029,满庭芳,沈蔚,0.6571428571428571,3626,乌夜啼,辛弃疾,0.0625,14146,西楼月・春晓曲,张元干,0.0625,16,16,1,1,6,1.0,1.0
a1:308,a1,308,kimi-k2.5,念奴娇,星际远眺,20,0.9106169939041138,20745,水调歌头,甄龙友,0.9282407407407407,0.18333333333333332,13210,念奴娇,无名氏,0.3425925925925926,7931,扫花游・扫地游,吴文英,0.05,1444,撼庭竹,王诜,0.05,20,20,1,1,5,1.0,1.0
b1:481,b1,481,deepseek-3.2-thinking,祝英台近,晚秋寄远,16,0.9105995297431946,12294,洞仙歌,谢懋,0.9428571428571428,0.2736842105263158,3184,祝英台令,辛弃疾,0.9571428571428572,17489,水调歌头,魏了翁,0.0625,17489,水调歌头,魏了翁,0.0625,16,16,1,1,8,1.000001,1.0
b1:311,b1,311,qwen3.6-plus,沁园春,秋江吟,25,0.9104232788085938,20064,念奴娇,侯置,0.8439716312056738,0.20714285714285716,7519,沁园春,李曾伯,0.6973995271867612,20906,汉宫春,陆游,0.04,6712,声声慢,张炎,0.04,25,25,1,1,15,1.0,1.0
c1:161,c1,161,doubao-seed-2.0-pro,沁园春,校园见玉兰作,25,0.9103891253471375,18798,多丽,杨无咎,0.8439716312056738,0.16923076923076924,16665,念奴娇,朱敦儒,0.014184397163120567,5268,沁园春,戴复古,0.04,11437,失调名,无名氏,0.04,25,25,1,1,7,1.0,1.0
a1:316,a1,316,kimi-k2.5,贺新郎,数字观画,20,0.9102464318275452,4776,沁园春,汪莘,0.8033240997229917,0.16216216216216217,6548,念奴娇,刘克庄,0.0221606648199446,4044,清平乐,石孝友,0.05,4044,清平乐,石孝友,0.05,20,20,1,1,6,1.0,1.0
c1:43,c1,43,doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,25,0.9100238680839539,9626,摸鱼儿,颜奎,0.8392434988179669,0.18181818181818182,6130,洞庭春色・沁园春,吴泳,0.1536643026004728,16680,风流子,朱敦儒,0.04,3386,浪淘沙,辛弃疾,0.04,25,25,1,1,7,1.0,1.0
c1:199,c1,199,doubao-seed-2.0-pro,沁园春,校隅观玉兰作,25,0.90960693359375,2211,野庵曲,沈瀛,0.8297872340425532,0.2007168458781362,9109,沁园春,何梦桂,0.5839243498817966,15806,满庭芳,毛滂,0.04,14267,满江红,京镗,0.04,25,25,1,1,10,0.962004,0.888889
b1:674,b1,674,glm-5,沁园春,赛博纪梦,26,0.9092809557914734,20997,大圣乐,陆游,0.8297872340425532,0.16600790513833993,7536,水调歌头,李曾伯,0.014184397163120567,20749,念奴娇,范端臣,0.038461538461538464,8782,沁园春,陈人杰,0.038461538461538464,26,26,1,1,5,1.0,1.0
b3:429,b3,429,doubao-seed-2.0-pro,沁园春,校园见白玉兰感怀,25,0.9088069796562195,6100,丹凤吟,方千里,0.8226950354609929,0.1935483870967742,9121,沁园春,何梦桂,0.3947990543735225,15697,醉落魄・一斛珠,谢逸,0.04,3987,醉落魄・一斛珠,石孝友,0.04,25,25,1,1,10,1.0,1.0
b1:661,b1,661,glm-5,沁园春,夜读感怀,26,0.9084705114364624,9112,贺新郎,何梦桂,0.8156028368794326,0.1776061776061776,8529,念奴娇,柴望,0.0425531914893617,16249,苏幕遮,张继先,0.038461538461538464,10116,声声慢,王沂孙,0.038461538461538464,26,26,1,1,11,1.000001,1.0
a1:385,a1,385,gemini-3-flash,念奴娇,赋硅基长夜,22,0.9084693193435669,4776,沁园春,汪莘,0.9120370370370371,0.1694915254237288,20683,水调歌头,姚述尧2,0.04861111111111111,3702,八声甘州,程垓,0.045454545454545456,3702,八声甘州,程垓,0.045454545454545456,22,22,1,1,5,1.0,1.0
b1:655,b1,655,glm-5,沁园春,登海隅山,25,0.9081203937530518,18311,水调歌头,张元干,0.8108747044917257,0.18587360594795538,9675,大圣乐,周密,0.17494089834515367,19532,鹧鸪天,倪偁,0.04,5274,满庭芳,戴复古,0.04,25,25,1,1,10,1.0,1.0
b1:586,b1,586,deepseek-3.2-thinking,沁园春,江畔行吟,25,0.9079257249832153,7726,木兰花慢,方岳,0.806146572104019,0.18627450980392157,16257,望江南・忆江南,张继先,0.17494089834515367,5929,酹江月・念奴娇,林正大,0.04,5929,酹江月・念奴娇,林正大,0.04,25,25,1,1,10,1.0,1.0
a1:65,a1,65,qwen3-max,青玉案,春夜过横塘,12,0.9075415730476379,8948,渡江云,陈允平,0.9781021897810219,0.2153846153846154,18636,点绛唇,王之道,0.5620437956204379,9796,高阳台,周密,0.08333333333333333,8928,兰陵王,陈允平,0.08333333333333333,12,12,1,1,7,1.0,1.0
c1:21,c1,21,doubao-seed-2.0-pro,沁园春,春暮见玉兰感作,25,0.9073449969291687,10036,疏影,汪元量,0.7966903073286052,0.17985611510791366,9065,沁园春,马廷鸾,0.1347517730496454,3386,浪淘沙,辛弃疾,0.04,5735,江城子,卢祖皋,0.04,25,25,1,1,6,0.948231,0.857143
b3:405,b3,405,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,25,0.907279372215271,2211,野庵曲,沈瀛,0.7966903073286052,0.18705035971223022,8626,沁园春,陈著,0.2907801418439716,13940,江城子,方岳,0.04,2946,临江仙,赵长卿,0.04,25,25,1,1,9,0.929368,0.75
b2:149,b2,149,doubao-seed-2.0-pro,沁园春,宗门感事,25,0.9070691466331482,8747,酹江月・念奴娇,张绍文,0.7966903073286052,0.16730038022813687,17439,玲珑四犯,高观国,0.014184397163120567,5972,水调歌头,洪咨夔,0.04,16266,减字木兰花,张继先,0.04,25,25,1,1,5,1.0,1.0
a1:69,a1,69,qwen3-max,青玉案,春夜过吴江,12,0.9070336222648621,8948,渡江云,陈允平,0.9781021897810219,0.1891891891891892,2511,夜行船,丘崈,0.3357664233576642,2891,临江仙,赵长卿,0.08333333333333333,9047,清平乐,施岳,0.08333333333333333,12,12,1,1,6,1.0,1.0
c1:315,c1,315,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.906692624092102,7784,莺啼序,徐宝之,0.7801418439716312,0.17204301075268819,13666,沁园春,毛滂,0.018912529550827423,20997,大圣乐,陆游,0.04,2653,水调歌头,邵怀英,0.04,25,25,1,1,8,1.0,1.0
b1:651,b1,651,glm-5,祝英台近,秋夜听雨,16,0.9066383838653564,14719,醉蓬莱,晁端礼,0.9428571428571428,0.20454545454545456,15647,感皇恩,赵企,0.6571428571428571,1719,江城子,苏轼,0.0625,1719,江城子,苏轼,0.0625,16,16,1,1,6,1.0,1.0
b1:83,b1,83,doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,25,0.9066157341003418,20064,念奴娇,侯置,0.7801418439716312,0.16988416988416988,8358,念奴娇,游子西,0.014184397163120567,5276,柳梢青,戴复古,0.04,10760,沁园春,刘将孙,0.04,25,25,1,1,11,1.0,1.0
c1:211,c1,211,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.9065982699394226,15546,长相思,周邦彦,0.7801418439716312,0.19424460431654678,4519,沁园春,刘过,0.4846335697399527,3068,满江红,王炎2,0.04,7778,百字谣・念奴娇,方岳,0.04,25,25,1,1,9,1.0,1.0
a1:295,a1,295,kimi-k2.5,满庭芳,数据流觞,20,0.9060842990875244,19573,多丽,葛立方,0.8757575757575757,0.19827586206896552,9244,塞翁吟,陈坦之,0.18181818181818182,7374,洞仙歌,吴潜,0.05,216,甘州令,柳永,0.05,20,20,1,1,6,1.0,1.0
a1:110,a1,110,qwen3.5-flash,沁园春,暮色江舟,25,0.9058152437210083,10355,庆清朝,仇远,0.7612293144208038,0.19494584837545126,13428,沁园春,无名氏,0.5035460992907801,15268,青玉案,晁补之,0.04,8137,青玉案,吴文英,0.04,25,25,1,1,8,1.0,1.0
c1:464,c1,464,qwen3.6-plus,沁园春,见玉兰有悟,25,0.9056289196014404,15466,丁香结,周邦彦,0.7588652482269503,0.17518248175182483,8346,风流子,利登,0.0425531914893617,15391,少年游,陈师道,0.04,8452,齐天乐,杨泽民,0.04,25,25,1,1,9,1.0,1.0
a1:131,a1,131,qwen3.5-flash,念奴娇,云际观澜,20,0.905624508857727,16149,念奴娇,徐俯,0.8958333333333334,0.1794871794871795,20745,水调歌头,甄龙友,0.16898148148148148,8230,月华清,洪瑹,0.05,8230,月华清,洪瑹,0.05,20,20,1,1,5,0.921384,0.8
c1:189,c1,189,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.9050298929214478,2211,野庵曲,沈瀛,0.75177304964539,0.2,13666,沁园春,毛滂,0.5390070921985816,2490,沁园春,丘崈,0.04,18067,踏莎行,蔡伸,0.04,25,25,1,1,8,1.000001,1.0
c1:457,c1,457,qwen3.6-plus,沁园春,玉兰照影,25,0.9050167798995972,9626,摸鱼儿,颜奎,0.75177304964539,0.17391304347826086,20668,水调歌头,葛郯,0.0425531914893617,9278,浪淘沙,刘辰翁,0.04,374,沁园春,张先,0.04,25,25,1,1,7,1.0,1.0
b1:528,b1,528,deepseek-3.2-thinking,沁园春,田园闲趣,25,0.9048393368721008,8435,满庭芳,杨泽民,0.7399527186761229,0.17391304347826086,2335,水调歌头,张孝祥,0.0425531914893617,2535,锦帐春,丘崈,0.04,2535,锦帐春,丘崈,0.04,25,25,1,1,12,1.0,1.0
a1:301,a1,301,kimi-k2.5,贺新郎,硅火,20,0.904803991317749,5433,贺新郎,史达祖,0.7202216066481995,0.16901408450704225,7560,贺新郎,李曾伯,0.08587257617728532,3243,水龙吟,辛弃疾,0.05,13602,渔家傲,无际道人,0.05,20,20,1,1,5,1.0,1.0
b1:218,b1,218,qwen3.6-plus,沁园春,秋望,25,0.9046674370765686,17640,六么令,李纲,0.7399527186761229,0.18604651162790697,3142,念奴娇,辛弃疾,0.17494089834515367,19843,减字木兰花,韩元吉,0.04,19843,减字木兰花,韩元吉,0.04,25,25,1,1,9,1.0,1.0
b1:670,b1,670,glm-5,沁园春,夜观星图,25,0.9045981764793396,12402,水调歌头,张,0.7375886524822695,0.18604651162790697,14836,满庭芳,秦观,0.17494089834515367,12917,夏云峰,仲殊,0.04,12917,夏云峰,仲殊,0.04,25,25,1,1,10,1.0,1.0
a1:300,a1,300,kimi-k2.5,满庭芳,游元宇宙,21,0.9044647216796875,19147,水龙吟,史浩,0.8666666666666667,0.19491525423728814,1930,满庭芳,琴操,0.1606060606060606,8552,兰陵王,叶隆礼,0.047619047619047616,8998,塞翁吟,陈允平,0.047619047619047616,21,21,1,1,6,1.0,1.0
b1:473,b1,473,deepseek-3.2-thinking,菩萨蛮,春暮吟怀,8,0.9043451547622681,1029,花心动,阮逸女,0.9648829431438127,0.21428571428571427,9852,渔父词・渔父,蒲寿宬,0.13712374581939799,15461,齐天乐,周邦彦,0.125,17605,永遇乐,李纲,0.125,8,8,1,1,2,0.846087,0.75
b1:50,b1,50,doubao-seed-2.0-pro,祝英台近,夏晚过城西荷湾忆旧,16,0.9042696356773376,9160,三姝媚,杜良臣,0.9285714285714286,0.1784037558685446,7196,满庭芳,吴潜,0.14285714285714285,20055,瑞鹤仙,侯置,0.0625,11680,失调名,无名氏,0.0625,16,16,1,1,5,1.0,1.0
b2:602,b2,602,glm-5,祝英台近,宗规,16,0.9040547013282776,6209,六州歌头,黄机,0.9285714285714286,0.17592592592592593,10076,无闷,王沂孙,0.14285714285714285,17240,蓦山溪,曹勋,0.0625,19044,醉思仙,孙道绚,0.0625,16,16,1,1,3,0.93243,0.8
a1:293,a1,293,kimi-k2.5,贺新郎,元宇宙观古,20,0.9039431214332581,7107,沁园春,夏元鼎,0.6897506925207756,0.16901408450704225,4265,厅前柳,赵师侠,0.08587257617728532,20009,菩萨蛮,张抡,0.05,10697,摸鱼子,张炎,0.05,20,20,1,1,7,1.0,1.0
a1:294,a1,294,kimi-k2.5,贺新郎,元宇宙观古,20,0.9039431214332581,7107,沁园春,夏元鼎,0.6897506925207756,0.16901408450704225,4265,厅前柳,赵师侠,0.08587257617728532,20009,菩萨蛮,张抡,0.05,10697,摸鱼子,张炎,0.05,20,20,1,1,7,1.0,1.0
b1:26,b1,26,doubao-seed-2.0-pro,沁园春,秋登采石矶太白楼感作,25,0.9039021730422974,8316,二郎神,汤恢,0.7210401891252955,0.19305019305019305,16454,念奴娇,刘一止,0.34988179669030733,10903,忆旧游,刘应几,0.04,1450,水龙吟,苏轼,0.04,25,25,1,1,9,1.0,1.0
a1:106,a1,106,qwen3.5-flash,水龙吟,秋夜寄远,22,0.9038190841674805,10118,金盏子,王沂孙,0.7864406779661017,0.17475728155339806,3777,天仙子,程垓,0.06440677966101695,17608,水调歌头,李纲,0.045454545454545456,19442,忆秦娥,曾觌,0.045454545454545456,22,22,1,1,4,0.935407,0.833333
c2:87,c2,87,doubao-seed-2.0-pro,沁园春,宗门抒怀,25,0.9037798047065735,7106,沁园春,夏元鼎,0.7210401891252955,0.1947565543071161,14335,永遇乐,辛弃疾,0.4846335697399527,7616,醉蓬莱,李曾伯,0.04,14711,鹧鸪天,晁端礼,0.04,25,25,1,1,3,1.0,1.0
c1:23,c1,23,doubao-seed-2.0-pro,沁园春,观玉兰遣怀,25,0.9037725329399109,9626,摸鱼儿,颜奎,0.7210401891252955,0.16600790513833993,4417,水调歌头,杨炎正,0.014184397163120567,19561,满庭芳,葛立方,0.04,14240,水调歌头,京镗,0.04,25,25,1,1,3,1.0,1.0
b3:449,b3,449,doubao-seed-2.0-pro,沁园春,校园见白玉兰作,25,0.9037707448005676,19208,白苎,史浩,0.7210401891252955,0.1839080459770115,10076,无闷,王沂孙,0.15839243498817968,6237,踏莎行,黄机,0.04,7095,满江红,刘子寰,0.08,25,24,1,2,4,0.999999,1.0
a1:200,a1,200,glm-4.7,苏幕遮,春夜寄怀,14,0.9034408926963806,9988,意难忘,刘埙,0.9310344827586207,0.2236842105263158,16749,苏幕遮,朱敦儒,0.7931034482758621,5027,水调歌头,韩淲,0.07142857142857142,5027,水调歌头,韩淲,0.07142857142857142,14,14,1,1,6,1.0,1.0
b3:247,b3,247,qwen3.6-plus,祝英台近,玉兰辞,16,0.903325617313385,10481,木兰花慢,蒋捷,0.9285714285714286,0.17674418604651163,20646,念奴娇,葛郯,0.14285714285714285,13568,甘露滴乔松,无名氏,0.0625,13568,甘露滴乔松,无名氏,0.0625,16,16,1,1,5,0.936561,0.8
b1:684,b1,684,glm-5,祝英台近,秋夜怀远,16,0.9032598733901978,6439,贺新郎,葛长庚,0.9285714285714286,0.19230769230769232,17750,鹧鸪天,李清照,0.42857142857142855,1719,江城子,苏轼,0.0625,1719,江城子,苏轼,0.0625,16,16,1,1,6,1.0,1.0
c1:188,c1,188,doubao-seed-2.0-pro,沁园春,春日见玉兰作,25,0.9031695127487183,2211,野庵曲,沈瀛,0.7163120567375887,0.17624521072796934,8035,高阳台,吴文英,0.0425531914893617,15051,罗敷歌・采桑子,贺铸,0.04,15051,罗敷歌・采桑子,贺铸,0.04,25,25,1,1,8,1.0,1.0
c1:478,c1,478,qwen3.6-plus,沁园春,见白玉兰有感,25,0.9030430316925049,2211,野庵曲,沈瀛,0.7115839243498818,0.17328519855595667,13104,沁园春,无名氏,0.04018912529550828,8438,选官子・选冠子,杨泽民,0.04,11128,洞仙歌,无名氏,0.04,25,25,1,1,8,1.0,1.0
b1:222,b1,222,qwen3.6-plus,祝英台近,秋江送别,17,0.9029871225357056,198,引驾行,柳永,0.9285714285714286,0.19642857142857142,8031,声声慢,吴文英,0.42857142857142855,6143,六州歌头,岳珂,0.058823529411764705,6143,六州歌头,岳珂,0.058823529411764705,17,17,1,1,6,1.0,1.0
c1:140,c1,140,doubao-seed-2.0-pro,沁园春,校园见玉兰感作,25,0.9029150009155273,2211,野庵曲,沈瀛,0.7092198581560284,0.19217081850533807,16228,沁园春,张继先,0.3333333333333333,18075,点绛唇,蔡伸,0.04,17140,小重山,吕渭老,0.04,25,25,1,1,9,0.903346,0.857143
b3:137,b3,137,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.9028788208961487,4099,蓦山溪,石孝友,0.7092198581560284,0.18181818181818182,8779,沁园春,陈人杰,0.1536643026004728,374,沁园春,张先,0.04,14386,鹧鸪天,辛弃疾,0.04,25,25,1,1,6,1.0,1.0
c1:37,c1,37,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.9026061296463013,10403,疏影,王梦应,0.7044917257683215,0.16546762589928057,10810,沁园春,赵通判,0.014184397163120567,16680,风流子,朱敦儒,0.04,3386,浪淘沙,辛弃疾,0.04,25,25,1,1,10,1.0,1.0
b1:226,b1,226,qwen3.6-plus,沁园春,秋望抒怀,25,0.9025548696517944,8051,八声甘州,吴文英,0.7021276595744681,0.1708185053380783,6371,沁园春,葛长庚,0.014184397163120567,7485,水龙吟,李曾伯,0.04,9216,汉宫春,赵时奚,0.04,25,25,1,1,10,1.0,1.0
c1:17,c1,17,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,25,0.9024861454963684,2211,野庵曲,沈瀛,0.7021276595744681,0.17985611510791366,12510,沁园春,李廷忠,0.1347517730496454,7971,莺啼序,吴文英,0.04,6060,酹江月・念奴娇,卓田,0.04,25,25,1,1,3,1.0,1.0
c1:456,c1,456,qwen3.6-plus,沁园春,玉兰照眼,25,0.9024449586868286,8329,酹江月・念奴娇,卫宗武,0.6973995271867612,0.1890909090909091,8522,风流子,王泳祖,0.3120567375886525,7867,念奴娇,李昴英,0.04,7027,昼锦堂,宋自逊,0.04,25,25,1,1,5,1.0,1.0
b1:185,b1,185,doubao-seed-2.0-pro,沁园春,登莫干山绝顶望太湖,24,0.902271032333374,1458,水调歌头,苏轼,0.6973995271867612,0.20817843866171004,4509,沁园春,刘过,0.7328605200945626,19772,生查子,洪适,0.041666666666666664,8061,探春慢,吴文英,0.041666666666666664,24,24,1,1,5,1.0,1.0
a1:119,a1,119,qwen3.5-flash,蝶恋花,秋夜怀人,10,0.9021217226982117,8855,绮罗香,陈允平,0.9423076923076923,0.19047619047619047,8217,秋蕊香令,黄铸,0.19471153846153846,13900,南歌子,华岳,0.1,3627,品令,辛弃疾,0.1,10,10,1,1,1,1.0,1.0
c1:5,c1,5,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,25,0.902077853679657,10036,疏影,汪元量,0.6950354609929078,0.17985611510791366,13412,沁园春,无名氏,0.1347517730496454,2490,沁园春,丘崈,0.04,7881,霜叶飞,吴文英,0.04,25,25,1,1,6,1.0,1.0
c2:128,c2,128,deepseek-3.2-thinking,沁园春,宗门感怀,25,0.9017414450645447,11616,沁园春,无名氏,0.6832151300236406,0.17142857142857143,9109,沁园春,何梦桂,0.016548463356973995,17629,水龙吟,李纲,0.04,13734,庆清朝,李朴,0.04,25,25,1,1,3,0.962004,0.8
b3:21,b3,21,deepseek-3.2-thinking,沁园春,玉兰新悟,26,0.9016432166099548,4486,贺新郎,张,0.6713947990543735,0.16058394160583941,3703,洞庭春色・沁园春,程垓,0.0070921985815602835,6199,木兰花慢,黄机,0.038461538461538464,3265,鹧鸪天,辛弃疾,0.038461538461538464,26,26,1,1,11,1.0,1.0
a1:198,a1,198,glm-4.7,水调歌头,星夜漫游,19,0.9016193747520447,7633,水调歌头,李曾伯,0.8384925975773889,0.1919191919191919,1362,行香子,晏几道,0.21130551816958276,17001,满江红,周紫芝,0.05263157894736842,6104,浪淘沙,方千里,0.05263157894736842,19,19,1,1,5,1.0,1.0
b1:230,b1,230,qwen3.6-plus,沁园春,星垂平野,25,0.9014291167259216,12965,花心动,赵鼎,0.6713947990543735,0.17829457364341086,16677,满庭芳,朱敦儒,0.05200945626477541,16500,婆罗门引,曹组,0.04,15741,点绛唇,苏庠,0.04,25,25,1,1,7,1.0,1.0
a1:232,a1,232,glm-4.7,水调歌头,夜读史,19,0.9012776613235474,8650,江城子,陈著,0.8384925975773889,0.18333333333333332,14575,永遇乐,无名氏,0.04172274562584118,18772,蓦山溪,杨无咎,0.05263157894736842,12643,倦寻芳慢・倦寻芳,王,0.05263157894736842,19,19,1,1,9,1.0,1.0
b1:640,b1,640,glm-5,沁园春,暮秋登楼,25,0.9012407064437866,6950,桂枝香,赵以夫,0.6690307328605201,0.18110236220472442,19886,水调歌头,韩元吉,0.14420803782505912,953,折新荷引・折新荷,赵,0.04,953,折新荷引・折新荷,赵,0.04,25,25,1,1,10,1.000001,1.0
b1:654,b1,654,glm-5,祝英台近,秋思,16,0.9012007117271423,20470,剑器近,袁去华,0.9,0.23036649214659685,9657,祝英台近,张涅,0.8,5734,江城子,卢祖皋,0.0625,5734,江城子,卢祖皋,0.0625,16,16,1,1,6,1.0,1.0
b1:499,b1,499,deepseek-3.2-thinking,沁园春,暮秋登楼有怀,25,0.9011744856834412,6950,桂枝香,赵以夫,0.6666666666666666,0.19455252918287938,20417,满庭芳,李流谦,0.4846335697399527,17163,惜分钗・撷芳词,吕渭老,0.04,7037,念奴娇,吴渊,0.08,25,24,1,2,13,1.0,1.0
a1:83,a1,83,qwen3-max,青玉案,春夜闻笛,12,0.9010372161865234,9709,拜星月慢,周密,0.9781021897810219,0.22439024390243903,10158,喜迁莺,黄公绍,0.5766423357664233,9712,齐天乐,周密,0.08333333333333333,9712,齐天乐,周密,0.08333333333333333,12,12,1,1,7,1.0,1.0
b1:199,b1,199,doubao-seed-2.0-pro,沁园春,秋过横塘旧居感旧,25,0.9009919762611389,7881,霜叶飞,吴文英,0.6666666666666666,0.19636363636363635,3703,洞庭春色・沁园春,程垓,0.5130023640661938,3703,洞庭春色・沁园春,程垓,0.08,6909,夜飞鹊・夜飞鹊慢,赵以夫,0.04,24,25,1,1,7,1.0,1.0
b1:560,b1,560,deepseek-3.2-thinking,沁园春,江月遐思,25,0.9009045958518982,19678,水龙吟,毛并,0.6643026004728132,0.2047244094488189,2476,水调歌头,丘崈,0.6690307328605201,18427,满江红,吕渭老,0.04,9436,江城梅花引,刘辰翁,0.04,25,25,1,1,10,1.0,1.0
b1:302,b1,302,qwen3.6-plus,祝英台近,江晨,16,0.9008539319038391,8318,摸鱼儿,李演,0.9,0.19730941704035873,17004,永遇乐,周紫芝,0.42857142857142855,20422,于飞乐,李流谦,0.0625,12347,忆秦娥,张孝祥,0.0625,16,16,1,1,7,1.0,1.0
c1:150,c1,150,doubao-seed-2.0-pro,沁园春,校园见玉兰作,25,0.9005650281906128,10036,疏影,汪元量,0.6524822695035462,0.171875,9087,八声甘州,何梦桂,0.016548463356973995,16751,浪淘沙,朱敦儒,0.04,16751,浪淘沙,朱敦儒,0.04,25,25,1,1,4,0.927182,0.75
c1:158,c1,158,doubao-seed-2.0-pro,沁园春,校隅见玉兰感作,25,0.9005037546157837,10403,疏影,王梦应,0.6524822695035462,0.18571428571428572,6366,沁园春,葛长庚,0.17494089834515367,16680,风流子,朱敦儒,0.04,3386,浪淘沙,辛弃疾,0.04,25,25,1,1,6,1.000001,1.0
c1:103,c1,103,doubao-seed-2.0-pro,沁园春,校中见玉兰感怀,25,0.9004495143890381,8578,洞仙歌,陈著,0.6524822695035462,0.17829457364341086,17746,凤凰台上忆吹箫,李清照,0.05200945626477541,5268,沁园春,戴复古,0.04,11437,失调名,无名氏,0.04,25,25,1,1,4,0.904586,0.857143
