scope,cipai,length_bucket,metric_type,count,mean,p50,p90,p95,p99,max
sentence,齐天乐,<=5,lexical,1435,0.3849938408474994,0.4,0.5,0.6,0.75,1.0
sentence,__overall__,12-14,semantic,4,0.6264667809009552,0.6276384890079498,0.6587595283985138,0.6612284749746322,0.663203632235527,0.6636974215507507
sentence,__overall__,15+,semantic,4,0.5162127912044525,0.4981304556131363,0.5941086828708648,0.6052206367254257,0.6141101998090743,0.6163325905799866
sentence,__overall__,6-8,semantic,48917,0.7109576709808999,0.7012117505073547,0.808055305480957,0.8552473664283751,0.9999999403953552,1.0000008344650269
sentence,__overall__,9-11,semantic,2315,0.6894165529159438,0.6810777187347412,0.7734153628349304,0.8009043693542479,0.9999996173381805,1.000000238418579
sentence,__overall__,<=5,semantic,64586,0.7491249696942544,0.7356765866279602,0.8786176145076752,0.9592170715332031,1.000000238418579,1.0000009536743164
sentence,__overall__,12-14,lexical,4,0.21546801787076386,0.20526315789473684,0.245766590389016,0.25331807780320365,0.25935926773455376,0.2608695652173913
sentence,__overall__,15+,lexical,4,0.14110983981693365,0.13695652173913042,0.19954233409610986,0.20503432494279175,0.20942791762013727,0.21052631578947367
sentence,__overall__,6-8,lexical,48917,0.3956972816082953,0.36363636363636365,0.5454545454545454,0.6666666666666666,1.0,1.0
sentence,__overall__,9-11,lexical,2315,0.38502116825238347,0.35294117647058826,0.5,0.5555555555555556,1.0,1.0
sentence,__overall__,<=5,lexical,64586,0.4781857140131379,0.452991452991453,0.6666666666666666,0.8571428571428571,1.0,1.0
sentence,__overall__,__overall__,semantic,115826,0.7318000424976656,0.7190894782543182,0.8496001958847046,0.9169570952653885,1.0000001192092896,1.0000009536743164
sentence,__overall__,__overall__,lexical,115826,0.44146544614871036,0.4,0.6666666666666666,0.75,1.0,1.0
