scope,cipai,length_bucket,metric_type,count,mean,p50,p90,p95,p99,max
sentence,鹊桥仙,6-8,semantic,1030,0.6834099508604957,0.6745021343231201,0.7833437740802764,0.8148573040962219,0.8696190631389619,1.0000001192092896
sentence,鹊桥仙,6-8,lexical,1030,0.361679827406555,0.36363636363636365,0.5,0.5714285714285714,0.7142857142857142,1.0
sentence,鹊桥仙,9-11,semantic,8,0.6272942647337914,0.6095603406429291,0.6758386433124541,0.6858464449644088,0.6938526862859726,0.6958542466163635
sentence,鹊桥仙,9-11,lexical,8,0.30773540185304893,0.3076923076923077,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
sentence,鹊桥仙,<=5,semantic,702,0.7114666987348486,0.7083542943000793,0.8212423205375671,0.8672116369009018,0.9403069615364075,0.9999997615814209
sentence,鹊桥仙,<=5,lexical,702,0.3914820380632346,0.36363636363636365,0.5,0.6666666666666666,0.7995000000000005,1.0
sentence,鹧鸪天,15+,semantic,1,0.4522576630115509,0.4522576630115509,0.4522576630115509,0.4522576630115509,0.4522576630115509,0.4522576630115509
sentence,鹧鸪天,15+,lexical,1,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367
sentence,鹧鸪天,6-8,semantic,4550,0.7120059176329728,0.7014448344707489,0.8016344904899597,0.84720379114151,1.0,1.0000008344650269
sentence,鹧鸪天,6-8,lexical,4550,0.38353725395483634,0.4,0.4285714285714285,0.6,1.0,1.0
sentence,鹧鸪天,9-11,semantic,8,0.6392441838979721,0.6296500861644745,0.7109360098838806,0.7109360098838806,0.7109360098838806,0.7109360098838806
sentence,鹧鸪天,9-11,lexical,8,0.3194444444444444,0.29166666666666663,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
sentence,鹧鸪天,<=5,semantic,1298,0.7735037357303872,0.7571908533573151,0.9057535588741302,0.9999998807907104,1.0000003576278687,1.0000005960464478
sentence,鹧鸪天,<=5,lexical,1298,0.48378702277007357,0.4,0.6666666666666666,1.0,1.0,1.0
sentence,齐天乐,6-8,semantic,580,0.6856222509310164,0.6830440759658813,0.7674579858779907,0.8045077323913574,0.844793272614479,0.9082456827163696
sentence,齐天乐,6-8,lexical,580,0.36624702883323573,0.36363636363636365,0.5,0.5454545454545454,0.6666666666666666,0.8
sentence,齐天乐,<=5,semantic,1435,0.7051573480670876,0.7017841339111328,0.7969152092933656,0.8291687071323395,0.9136066436767578,1.000000238418579
