db,db_label,prompt_type,category,imagery,count,proportion,poem_coverage_count,poem_coverage_ratio,db_poem_coverage_ratio,lift_vs_db,rank,category_poem_count,total_imagery_tokens
a1,无限制生成,type_c,豪情壮志,危楼,4,0.008909,4,0.097561,0.037313,2.614634,10,41,449
a1,无限制生成,type_c,豪情壮志,暮云,3,0.006682,3,0.073171,0.062189,1.176585,11,41,449
a1,无限制生成,type_c,豪情壮志,星槎,3,0.006682,3,0.073171,0.037313,1.960976,12,41,449
a1,无限制生成,type_c,豪情壮志,冰轮,3,0.006682,3,0.073171,0.009950,7.353659,13,41,449
a1,无限制生成,type_c,豪情壮志,嫦娥,3,0.006682,3,0.073171,0.009950,7.353659,14,41,449
a1,无限制生成,type_c,豪情壮志,琉璃,3,0.006682,3,0.073171,0.014925,4.902439,15,41,449
a1,无限制生成,type_c,豪情壮志,北斗,3,0.006682,3,0.073171,0.017413,4.202091,16,41,449
a1,无限制生成,type_c,豪情壮志,铁马,3,0.006682,3,0.073171,0.014925,4.902439,17,41,449
a1,无限制生成,type_c,豪情壮志,西风,3,0.006682,3,0.073171,0.166667,0.439024,18,41,449
a1,无限制生成,type_c,豪情壮志,明月,3,0.006682,3,0.073171,0.116915,0.625843,19,41,449
a1,无限制生成,type_c,豪情壮志,关山,3,0.006682,3,0.073171,0.032338,2.262664,20,41,449
a1,无限制生成,type_c,闲适隐逸,明月,9,0.013353,9,0.152542,0.116915,1.304724,1,59,674
a1,无限制生成,type_c,闲适隐逸,孤舟,7,0.010386,7,0.118644,0.136816,0.867180,2,59,674
a1,无限制生成,type_c,闲适隐逸,松风,7,0.010386,7,0.118644,0.022388,5.299435,3,59,674
a1,无限制生成,type_c,闲适隐逸,清露,5,0.007418,5,0.084746,0.042289,2.003988,4,59,674
a1,无限制生成,type_c,闲适隐逸,雁字,5,0.007418,5,0.084746,0.079602,1.064619,5,59,674
a1,无限制生成,type_c,闲适隐逸,西风,5,0.007418,5,0.084746,0.166667,0.508475,6,59,674
a1,无限制生成,type_c,闲适隐逸,芦花,5,0.007418,5,0.084746,0.129353,0.655150,7,59,674
a1,无限制生成,type_c,闲适隐逸,清风,5,0.007418,5,0.084746,0.027363,3.097072,8,59,674
a1,无限制生成,type_c,闲适隐逸,夕阳,4,0.005935,4,0.067797,0.022388,3.028249,9,59,674
a1,无限制生成,type_c,闲适隐逸,暮色,4,0.005935,4,0.067797,0.049751,1.362712,10,59,674
a1,无限制生成,type_c,闲适隐逸,轻舟,4,0.005935,4,0.067797,0.014925,4.542373,11,59,674
a1,无限制生成,type_c,闲适隐逸,空山,4,0.005935,4,0.067797,0.014925,4.542373,12,59,674
a1,无限制生成,type_c,闲适隐逸,斜阳,4,0.005935,4,0.067797,0.072139,0.939801,13,59,674
a1,无限制生成,type_c,闲适隐逸,石径,4,0.005935,4,0.067797,0.014925,4.542373,14,59,674
a1,无限制生成,type_c,闲适隐逸,白云,3,0.004451,3,0.050847,0.009950,5.110169,15,59,674
a1,无限制生成,type_c,闲适隐逸,晚风,3,0.004451,3,0.050847,0.037313,1.362712,16,59,674
a1,无限制生成,type_c,闲适隐逸,落叶,3,0.004451,3,0.050847,0.039801,1.277542,17,59,674
a1,无限制生成,type_c,闲适隐逸,暮云,3,0.004451,3,0.050847,0.062189,0.817627,18,59,674
a1,无限制生成,type_c,闲适隐逸,星斗,3,0.004451,3,0.050847,0.059701,0.851695,19,59,674
a1,无限制生成,type_c,闲适隐逸,烟水,3,0.004451,3,0.050847,0.057214,0.888725,20,59,674
b1,五词牌-无主题,type_b,咏物寄托,代码,12,0.075472,12,0.705882,0.032070,22.010695,1,17,159
b1,五词牌-无主题,type_b,咏物寄托,数据,9,0.056604,9,0.529412,0.036443,14.527059,2,17,159
b1,五词牌-无主题,type_b,咏物寄托,荧屏,5,0.031447,5,0.294118,0.014577,20.176471,3,17,159
b1,五词牌-无主题,type_b,咏物寄托,屏幕,5,0.031447,5,0.294118,0.014577,20.176471,4,17,159
b1,五词牌-无主题,type_b,咏物寄托,算法,5,0.031447,5,0.294118,0.021866,13.450980,5,17,159
b1,五词牌-无主题,type_b,咏物寄托,幻影,4,0.025157,4,0.235294,0.007289,32.282353,6,17,159
b1,五词牌-无主题,type_b,咏物寄托,信息,4,0.025157,4,0.235294,0.014577,16.141176,7,17,159
b1,五词牌-无主题,type_b,咏物寄托,云端,2,0.012579,2,0.117647,0.010204,11.529412,8,17,159
b1,五词牌-无主题,type_b,咏物寄托,洪流,2,0.012579,2,0.117647,0.005831,20.176471,9,17,159
b1,五词牌-无主题,type_b,咏物寄托,夜色,2,0.012579,2,0.117647,0.024781,4.747405,10,17,159
b1,五词牌-无主题,type_b,咏物寄托,比特,2,0.012579,2,0.117647,0.002915,40.352941,11,17,159
b1,五词牌-无主题,type_b,咏物寄托,光影,2,0.012579,2,0.117647,0.008746,13.450980,12,17,159
b1,五词牌-无主题,type_b,咏物寄托,网络,2,0.012579,2,0.117647,0.017493,6.725490,13,17,159
b1,五词牌-无主题,type_b,咏物寄托,键盘,2,0.012579,2,0.117647,0.013120,8.967320,14,17,159
b1,五词牌-无主题,type_b,咏物寄托,流光,2,0.012579,2,0.117647,0.007289,16.141176,15,17,159
b1,五词牌-无主题,type_b,咏物寄托,网海,2,0.012579,2,0.117647,0.005831,20.176471,16,17,159
b1,五词牌-无主题,type_b,咏物寄托,AI,2,0.012579,2,0.117647,0.002915,40.352941,17,17,159
b1,五词牌-无主题,type_b,咏物寄托,键声,2,0.012579,2,0.117647,0.002915,40.352941,18,17,159
b1,五词牌-无主题,type_b,咏物寄托,云霞,2,0.012579,2,0.117647,0.016035,7.336898,19,17,159
b1,五词牌-无主题,type_b,咏物寄托,芯片,2,0.012579,2,0.117647,0.007289,16.141176,20,17,159
b1,五词牌-无主题,type_b,山水田园,荷香,6,0.020833,6,0.206897,0.018950,10.917772,1,29,288
b1,五词牌-无主题,type_b,山水田园,斜阳,6,0.020833,6,0.206897,0.088921,2.326738,2,29,288
b1,五词牌-无主题,type_b,山水田园,渔歌,4,0.013889,4,0.137931,0.027697,4.980036,3,29,288
b1,五词牌-无主题,type_b,山水田园,疏钟,4,0.013889,4,0.137931,0.040816,3.379310,4,29,288
b1,五词牌-无主题,type_b,山水田园,野岸,3,0.010417,3,0.103448,0.008746,11.827586,5,29,288
b1,五词牌-无主题,type_b,山水田园,归鸦,3,0.010417,3,0.103448,0.020408,5.068966,6,29,288
b1,五词牌-无主题,type_b,山水田园,垂杨,3,0.010417,3,0.103448,0.020408,5.068966,7,29,288
b1,五词牌-无主题,type_b,山水田园,古渡,3,0.010417,3,0.103448,0.018950,5.458886,8,29,288
b1,五词牌-无主题,type_b,山水田园,归禽,3,0.010417,3,0.103448,0.005831,17.741379,9,29,288
b1,五词牌-无主题,type_b,山水田园,归鸟,3,0.010417,3,0.103448,0.014577,7.096552,10,29,288
b1,五词牌-无主题,type_b,山水田园,清风,2,0.006944,2,0.068966,0.039359,1.752235,11,29,288
b1,五词牌-无主题,type_b,山水田园,水云,2,0.006944,2,0.068966,0.016035,4.300940,12,29,288
b1,五词牌-无主题,type_b,山水田园,平波,2,0.006944,2,0.068966,0.004373,15.770115,13,29,288
b1,五词牌-无主题,type_b,山水田园,残阳,2,0.006944,2,0.068966,0.021866,3.154023,14,29,288
b1,五词牌-无主题,type_b,山水田园,沙鸥,2,0.006944,2,0.068966,0.042274,1.631391,15,29,288
b1,五词牌-无主题,type_b,山水田园,归云,2,0.006944,2,0.068966,0.008746,7.885057,16,29,288
b1,五词牌-无主题,type_b,山水田园,远岫,2,0.006944,2,0.068966,0.049563,1.391481,17,29,288
b1,五词牌-无主题,type_b,山水田园,柴扉,2,0.006944,2,0.068966,0.007289,9.462069,18,29,288
b1,五词牌-无主题,type_b,山水田园,荷风,2,0.006944,2,0.068966,0.004373,15.770115,19,29,288
b1,五词牌-无主题,type_b,山水田园,寒汀,2,0.006944,2,0.068966,0.023324,2.956897,20,29,288
b1,五词牌-无主题,type_b,怀古咏史,残碑,12,0.011152,12,0.179104,0.018950,9.451206,1,67,1076
b1,五词牌-无主题,type_b,怀古咏史,雁阵,12,0.011152,12,0.179104,0.036443,4.914627,2,67,1076
b1,五词牌-无主题,type_b,怀古咏史,芦花,11,0.010223,11,0.164179,0.086006,1.908930,3,67,1076
b1,五词牌-无主题,type_b,怀古咏史,西风,11,0.010223,11,0.164179,0.119534,1.373498,4,67,1076
b1,五词牌-无主题,type_b,怀古咏史,铁瓮城,10,0.009294,10,0.149254,0.014577,10.238806,5,67,1076
b1,五词牌-无主题,type_b,怀古咏史,落木,10,0.009294,10,0.149254,0.020408,7.313433,6,67,1076
b1,五词牌-无主题,type_b,怀古咏史,明月,10,0.009294,10,0.149254,0.157434,0.948038,7,67,1076
b1,五词牌-无主题,type_b,怀古咏史,远岫,9,0.008364,9,0.134328,0.049563,2.710272,8,67,1076
b1,五词牌-无主题,type_b,怀古咏史,沙鸥,8,0.007435,8,0.119403,0.042274,2.824498,9,67,1076
b1,五词牌-无主题,type_b,怀古咏史,落日,8,0.007435,8,0.119403,0.034985,3.412935,10,67,1076
b1,五词牌-无主题,type_b,怀古咏史,逝水,7,0.006506,7,0.104478,0.030612,3.412935,11,67,1076
b1,五词牌-无主题,type_b,怀古咏史,渔歌,7,0.006506,7,0.104478,0.027697,3.772192,12,67,1076
b1,五词牌-无主题,type_b,怀古咏史,孤舟,7,0.006506,7,0.104478,0.126822,0.823812,13,67,1076
b1,五词牌-无主题,type_b,怀古咏史,青苔,7,0.006506,7,0.104478,0.016035,6.515604,14,67,1076
b1,五词牌-无主题,type_b,怀古咏史,铁马,7,0.006506,7,0.104478,0.010204,10.238806,15,67,1076
b1,五词牌-无主题,type_b,怀古咏史,雁字,7,0.006506,7,0.104478,0.103499,1.009460,16,67,1076
b1,五词牌-无主题,type_b,怀古咏史,长空,7,0.006506,7,0.104478,0.045190,2.311988,17,67,1076
b1,五词牌-无主题,type_b,怀古咏史,丹枫,6,0.005576,6,0.089552,0.027697,3.233307,18,67,1076
b1,五词牌-无主题,type_b,怀古咏史,雁影,6,0.005576,6,0.089552,0.039359,2.275290,19,67,1076
b1,五词牌-无主题,type_b,怀古咏史,故垒,6,0.005576,6,0.089552,0.008746,10.238806,20,67,1076
b1,五词牌-无主题,type_b,悼亡相思,明月,11,0.019264,11,0.211538,0.157434,1.343661,1,52,571
b1,五词牌-无主题,type_b,悼亡相思,阑干,7,0.012259,7,0.134615,0.064140,2.098776,2,52,571
b1,五词牌-无主题,type_b,悼亡相思,孤灯,7,0.012259,7,0.134615,0.049563,2.716063,3,52,571
b1,五词牌-无主题,type_b,悼亡相思,西风,7,0.012259,7,0.134615,0.119534,1.126173,4,52,571
b1,五词牌-无主题,type_b,悼亡相思,霜风,6,0.010508,6,0.115385,0.034985,3.298077,5,52,571
b1,五词牌-无主题,type_b,悼亡相思,晚烟,6,0.010508,6,0.115385,0.021866,5.276923,6,52,571
b1,五词牌-无主题,type_b,悼亡相思,归舟,5,0.008757,5,0.096154,0.042274,2.274536,7,52,571
b1,五词牌-无主题,type_b,悼亡相思,雁字,5,0.008757,5,0.096154,0.103499,0.929036,8,52,571
b1,五词牌-无主题,type_b,悼亡相思,空庭,5,0.008757,5,0.096154,0.014577,6.596154,9,52,571
b1,五词牌-无主题,type_b,悼亡相思,烟波,5,0.008757,5,0.096154,0.049563,1.940045,10,52,571
b1,五词牌-无主题,type_b,悼亡相思,残红,4,0.007005,4,0.076923,0.010204,7.538462,11,52,571
b1,五词牌-无主题,type_b,悼亡相思,空阶,4,0.007005,4,0.076923,0.010204,7.538462,12,52,571
b1,五词牌-无主题,type_b,悼亡相思,夕阳,4,0.007005,4,0.076923,0.027697,2.777328,13,52,571
b1,五词牌-无主题,type_b,悼亡相思,寒蛩,4,0.007005,4,0.076923,0.026239,2.931624,14,52,571
b1,五词牌-无主题,type_b,悼亡相思,凉露,3,0.005254,3,0.057692,0.018950,3.044379,15,52,571
b1,五词牌-无主题,type_b,悼亡相思,柳丝,3,0.005254,3,0.057692,0.014577,3.957692,16,52,571
b1,五词牌-无主题,type_b,悼亡相思,灯火,3,0.005254,3,0.057692,0.018950,3.044379,17,52,571
b1,五词牌-无主题,type_b,悼亡相思,锦字,3,0.005254,3,0.057692,0.008746,6.596154,18,52,571
b1,五词牌-无主题,type_b,悼亡相思,砌蛩,3,0.005254,3,0.057692,0.005831,9.894231,19,52,571
b1,五词牌-无主题,type_b,悼亡相思,落叶,3,0.005254,3,0.057692,0.037901,1.522189,20,52,571
b1,五词牌-无主题,type_b,春怨秋悲,西风,9,0.018789,9,0.191489,0.119534,1.601972,1,47,479
b1,五词牌-无主题,type_b,春怨秋悲,暮云,9,0.018789,9,0.191489,0.106414,1.799475,2,47,479
b1,五词牌-无主题,type_b,春怨秋悲,明月,7,0.014614,7,0.148936,0.157434,0.946020,3,47,479
b1,五词牌-无主题,type_b,春怨秋悲,落叶,7,0.014614,7,0.148936,0.037901,3.929624,4,47,479
b1,五词牌-无主题,type_b,春怨秋悲,小楼,7,0.014614,7,0.148936,0.013120,11.352246,5,47,479
b1,五词牌-无主题,type_b,春怨秋悲,孤灯,6,0.012526,6,0.127660,0.049563,2.575720,6,47,479
b1,五词牌-无主题,type_b,春怨秋悲,阑干,6,0.012526,6,0.127660,0.064140,1.990329,7,47,479
b1,五词牌-无主题,type_b,春怨秋悲,雁字,5,0.010438,5,0.106383,0.103499,1.027869,8,47,479
b1,五词牌-无主题,type_b,春怨秋悲,长空,5,0.010438,5,0.106383,0.045190,2.354152,9,47,479
b1,五词牌-无主题,type_b,春怨秋悲,斜阳,5,0.010438,5,0.106383,0.088921,1.196373,10,47,479
b1,五词牌-无主题,type_b,春怨秋悲,青山,4,0.008351,4,0.085106,0.053936,1.577918,11,47,479
b1,五词牌-无主题,type_b,春怨秋悲,清风,4,0.008351,4,0.085106,0.039359,2.162333,12,47,479
b1,五词牌-无主题,type_b,春怨秋悲,孤舟,4,0.008351,4,0.085106,0.126822,0.671069,13,47,479
b1,五词牌-无主题,type_b,春怨秋悲,残灯,4,0.008351,4,0.085106,0.016035,5.307544,14,47,479
b1,五词牌-无主题,type_b,春怨秋悲,星斗,4,0.008351,4,0.085106,0.059767,1.423975,15,47,479
b1,五词牌-无主题,type_b,春怨秋悲,寒鸦,3,0.006263,3,0.063830,0.017493,3.648936,16,47,479
b1,五词牌-无主题,type_b,春怨秋悲,归鸿,3,0.006263,3,0.063830,0.034985,1.824468,17,47,479
b1,五词牌-无主题,type_b,春怨秋悲,远岫,3,0.006263,3,0.063830,0.049563,1.287860,18,47,479
b1,五词牌-无主题,type_b,春怨秋悲,寒蛩,3,0.006263,3,0.063830,0.026239,2.432624,19,47,479
b1,五词牌-无主题,type_b,春怨秋悲,逝水,3,0.006263,3,0.063830,0.030612,2.085106,20,47,479
b1,五词牌-无主题,type_b,离别羁旅,孤舟,57,0.016740,57,0.194539,0.126822,1.533953,1,293,3405
b1,五词牌-无主题,type_b,离别羁旅,暮云,51,0.014978,51,0.174061,0.106414,1.635701,2,293,3405
b1,五词牌-无主题,type_b,离别羁旅,西风,49,0.014391,49,0.167235,0.119534,1.399068,3,293,3405
b1,五词牌-无主题,type_b,离别羁旅,明月,48,0.014097,48,0.163823,0.157434,1.040576,4,293,3405
b1,五词牌-无主题,type_b,离别羁旅,雁字,46,0.013510,46,0.156997,0.103499,1.516897,5,293,3405
b1,五词牌-无主题,type_b,离别羁旅,荻花,40,0.011747,40,0.136519,0.075802,1.800998,6,293,3405
b1,五词牌-无主题,type_b,离别羁旅,烟水,35,0.010279,35,0.119454,0.059767,1.998668,7,293,3405
b1,五词牌-无主题,type_b,离别羁旅,芦花,34,0.009985,34,0.116041,0.086006,1.349222,8,293,3405
b1,五词牌-无主题,type_b,离别羁旅,孤篷,28,0.008223,28,0.095563,0.051020,1.873038,9,293,3405
b1,五词牌-无主题,type_b,离别羁旅,长亭,25,0.007342,25,0.085324,0.045190,1.888143,10,293,3405
b1,五词牌-无主题,type_b,离别羁旅,斜阳,24,0.007048,24,0.081911,0.088921,0.921166,11,293,3405
b1,五词牌-无主题,type_b,离别羁旅,星斗,23,0.006755,23,0.078498,0.059767,1.313410,12,293,3405
b1,五词牌-无主题,type_b,离别羁旅,阑干,22,0.006461,22,0.075085,0.064140,1.170648,13,293,3405
b1,五词牌-无主题,type_b,离别羁旅,孤棹,22,0.006461,22,0.075085,0.037901,1.981097,14,293,3405
b1,五词牌-无主题,type_b,离别羁旅,渔灯,22,0.006461,22,0.075085,0.049563,1.514957,15,293,3405
b1,五词牌-无主题,type_b,离别羁旅,孤帆,22,0.006461,22,0.075085,0.043732,1.716951,16,293,3405
b1,五词牌-无主题,type_b,离别羁旅,烟波,22,0.006461,22,0.075085,0.049563,1.514957,17,293,3405
b1,五词牌-无主题,type_b,离别羁旅,暮色,20,0.005874,20,0.068259,0.052478,1.300721,18,293,3405
b1,五词牌-无主题,type_b,离别羁旅,归雁,19,0.005580,19,0.064846,0.048105,1.348019,19,293,3405
b1,五词牌-无主题,type_b,离别羁旅,秋江,19,0.005580,19,0.064846,0.032070,2.022029,20,293,3405
b1,五词牌-无主题,type_b,谈禅说理,数据,7,0.033816,7,0.291667,0.036443,8.003333,1,24,207
b1,五词牌-无主题,type_b,谈禅说理,算法,5,0.024155,5,0.208333,0.021866,9.527778,2,24,207
b1,五词牌-无主题,type_b,谈禅说理,星河,4,0.019324,4,0.166667,0.048105,3.464646,3,24,207
b1,五词牌-无主题,type_b,谈禅说理,清风,3,0.014493,3,0.125000,0.039359,3.175926,4,24,207
b1,五词牌-无主题,type_b,谈禅说理,星斗,3,0.014493,3,0.125000,0.059767,2.091463,5,24,207
b1,五词牌-无主题,type_b,谈禅说理,网络,3,0.014493,3,0.125000,0.017493,7.145833,6,24,207
b1,五词牌-无主题,type_b,谈禅说理,银汉,3,0.014493,3,0.125000,0.013120,9.527778,7,24,207
b1,五词牌-无主题,type_b,谈禅说理,键盘,2,0.009662,2,0.083333,0.013120,6.351852,8,24,207
b1,五词牌-无主题,type_b,谈禅说理,明月,2,0.009662,2,0.083333,0.157434,0.529321,9,24,207
b1,五词牌-无主题,type_b,谈禅说理,星海,2,0.009662,2,0.083333,0.011662,7.145833,10,24,207
b1,五词牌-无主题,type_b,谈禅说理,星汉,2,0.009662,2,0.083333,0.017493,4.763889,11,24,207
b1,五词牌-无主题,type_b,谈禅说理,夜色,2,0.009662,2,0.083333,0.024781,3.362745,12,24,207
b1,五词牌-无主题,type_b,谈禅说理,月华,2,0.009662,2,0.083333,0.018950,4.397436,13,24,207
b1,五词牌-无主题,type_b,谈禅说理,云雾,2,0.009662,2,0.083333,0.008746,9.527778,14,24,207
b1,五词牌-无主题,type_b,谈禅说理,荧屏,2,0.009662,2,0.083333,0.014577,5.716667,15,24,207
b1,五词牌-无主题,type_b,谈禅说理,黑洞,2,0.009662,2,0.083333,0.005831,14.291667,16,24,207
b1,五词牌-无主题,type_b,谈禅说理,往事,2,0.009662,2,0.083333,0.002915,28.583333,17,24,207
b1,五词牌-无主题,type_b,谈禅说理,时空,2,0.009662,2,0.083333,0.007289,11.433333,18,24,207
b1,五词牌-无主题,type_b,谈禅说理,量子,2,0.009662,2,0.083333,0.005831,14.291667,19,24,207
b1,五词牌-无主题,type_b,谈禅说理,河汉,2,0.009662,2,0.083333,0.002915,28.583333,20,24,207
b1,五词牌-无主题,type_b,豪情壮志,明月,9,0.015000,9,0.183673,0.157434,1.166667,1,49,600
b1,五词牌-无主题,type_b,豪情壮志,长风,8,0.013333,8,0.163265,0.027697,5.894737,2,49,600
b1,五词牌-无主题,type_b,豪情壮志,危楼,7,0.011667,7,0.142857,0.042274,3.379310,3,49,600
b1,五词牌-无主题,type_b,豪情壮志,斜阳,7,0.011667,7,0.142857,0.088921,1.606557,4,49,600
b1,五词牌-无主题,type_b,豪情壮志,孤舟,7,0.011667,7,0.142857,0.126822,1.126437,5,49,600
b1,五词牌-无主题,type_b,豪情壮志,银河,7,0.011667,7,0.142857,0.016035,8.909091,6,49,600
b1,五词牌-无主题,type_b,豪情壮志,数据,7,0.011667,7,0.142857,0.036443,3.920000,7,49,600
b1,五词牌-无主题,type_b,豪情壮志,星汉,6,0.010000,6,0.122449,0.017493,7.000000,8,49,600
b1,五词牌-无主题,type_b,豪情壮志,星河,6,0.010000,6,0.122449,0.048105,2.545455,9,49,600
b1,五词牌-无主题,type_b,豪情壮志,雁阵,5,0.008333,5,0.102041,0.036443,2.800000,10,49,600
b1,五词牌-无主题,type_b,豪情壮志,霜天,5,0.008333,5,0.102041,0.026239,3.888889,11,49,600
b1,五词牌-无主题,type_b,豪情壮志,玉宇,5,0.008333,5,0.102041,0.013120,7.777778,12,49,600
b1,五词牌-无主题,type_b,豪情壮志,长河,5,0.008333,5,0.102041,0.018950,5.384615,13,49,600
b1,五词牌-无主题,type_b,豪情壮志,清风,5,0.008333,5,0.102041,0.039359,2.592593,14,49,600
b1,五词牌-无主题,type_b,豪情壮志,代码,5,0.008333,5,0.102041,0.032070,3.181818,15,49,600
b1,五词牌-无主题,type_b,豪情壮志,千峰,4,0.006667,4,0.081633,0.014577,5.600000,16,49,600
b1,五词牌-无主题,type_b,豪情壮志,吴钩,4,0.006667,4,0.081633,0.008746,9.333333,17,49,600
b1,五词牌-无主题,type_b,豪情壮志,长空,4,0.006667,4,0.081633,0.045190,1.806452,18,49,600
b1,五词牌-无主题,type_b,豪情壮志,暮色,4,0.006667,4,0.081633,0.052478,1.555556,19,49,600
b1,五词牌-无主题,type_b,豪情壮志,网络,4,0.006667,4,0.081633,0.017493,4.666667,20,49,600
b1,五词牌-无主题,type_b,闲适隐逸,明月,19,0.015044,19,0.175926,0.157434,1.117455,1,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,松风,12,0.009501,12,0.111111,0.024781,4.483660,2,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,斜阳,12,0.009501,12,0.111111,0.088921,1.249545,3,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,流水,12,0.009501,12,0.111111,0.045190,2.458781,4,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,青山,12,0.009501,12,0.111111,0.053936,2.060060,5,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,闲云,10,0.007918,10,0.092593,0.023324,3.969907,6,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,星河,10,0.007918,10,0.092593,0.048105,1.924804,7,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,清风,9,0.007126,9,0.083333,0.039359,2.117284,8,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,鸥鹭,8,0.006334,8,0.074074,0.026239,2.823045,9,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,清露,7,0.005542,7,0.064815,0.029155,2.223148,10,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,烟霞,7,0.005542,7,0.064815,0.017493,3.705247,11,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,芦花,7,0.005542,7,0.064815,0.086006,0.753610,12,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,柴门,6,0.004751,6,0.055556,0.010204,5.444444,13,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,浮云,6,0.004751,6,0.055556,0.030612,1.814815,14,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,孤舟,6,0.004751,6,0.055556,0.126822,0.438059,15,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,清秋,6,0.004751,6,0.055556,0.029155,1.905556,16,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,长空,6,0.004751,6,0.055556,0.045190,1.229391,17,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,斜照,5,0.003959,5,0.046296,0.018950,2.443020,18,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,落叶,5,0.003959,5,0.046296,0.037901,1.221510,19,108,1263
b1,五词牌-无主题,type_b,闲适隐逸,松涛,5,0.003959,5,0.046296,0.013120,3.528807,20,108,1263
b2,五词牌-改革主题,type_d,咏物寄托,樊笼,28,0.015530,28,0.112450,0.113057,0.994626,1,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,灵根,22,0.012202,22,0.088353,0.081210,1.087960,2,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,剑气,21,0.011647,21,0.084337,0.076433,1.103414,3,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,铁律,17,0.009429,17,0.068273,0.076433,0.893240,4,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,劫火,16,0.008874,16,0.064257,0.085987,0.747285,5,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,星斗,15,0.008319,15,0.060241,0.054140,1.112686,6,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,风雨,15,0.008319,15,0.060241,0.035032,1.719606,7,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,清规,14,0.007765,14,0.056225,0.046178,1.217560,8,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,宗门,14,0.007765,14,0.056225,0.041401,1.358048,9,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,剑光,13,0.007210,13,0.052209,0.033439,1.561293,10,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,寒霜,12,0.006656,12,0.048193,0.042994,1.120928,11,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,仙山,12,0.006656,12,0.048193,0.030255,1.592898,12,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,剑阁,12,0.006656,12,0.048193,0.047771,1.008835,13,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,春风,11,0.006101,11,0.044177,0.071656,0.616510,14,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,寒星,10,0.005546,10,0.040161,0.031847,1.261044,15,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,云雾,10,0.005546,10,0.040161,0.027070,1.483581,16,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,剑阵,10,0.005546,10,0.040161,0.033439,1.200994,17,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,明月,9,0.004992,9,0.036145,0.052548,0.687842,18,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,青衿,9,0.004992,9,0.036145,0.068471,0.527879,19,249,1803
b2,五词牌-改革主题,type_d,咏物寄托,重关,9,0.004992,9,0.036145,0.046178,0.782717,20,249,1803
b2,五词牌-改革主题,type_d,谈禅说理,樊笼,30,0.015983,30,0.116279,0.113057,1.028497,1,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,劫火,28,0.014917,28,0.108527,0.085987,1.262130,2,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,青衿,20,0.010655,20,0.077519,0.068471,1.132144,3,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,灵根,20,0.010655,20,0.077519,0.081210,0.954552,4,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,春风,18,0.009590,18,0.069767,0.071656,0.973643,5,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,云,17,0.009057,17,0.065891,0.052548,1.253935,6,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,铁律,16,0.008524,16,0.062016,0.076433,0.811370,7,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,剑影,15,0.007991,15,0.058140,0.052548,1.106413,8,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,松风,14,0.007459,14,0.054264,0.038217,1.419897,9,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,剑气,14,0.007459,14,0.054264,0.076433,0.709948,10,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,丹台,13,0.006926,13,0.050388,0.028662,1.757967,11,258,1877
b2,五词牌-改革主题,type_d,谈禅说理,明月,13,0.006926,13,0.050388,0.052548,0.958891,12,258,1877
